Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
Roseland	1977	romance	James Ivory	Teresa Wright, Geraldine Chaplin, Christopher Walken	"At Roseland, an older lady, May (Wright), with a light step, looks for the memory of her husband in the ballroom's mirrors. Stan (Jacobi), a cheerful older man steers May to brandy alexanders and away from her past.
Pauline (Copeland) is a middle-aged widow with the means to pay for the services of a younger gigolo, Russell (Walken) and share champagne with her Roseland friends, the dance teacher Cleo (Helen Gallagher) and the shy divorcee, Marilyn (Chaplin). Both Marilyn and Cleo fail to break Russell's attachment to the lifestyle that Pauline provides.
Rosa (Skala), a former Schrafft's cook and wannabe dance superstar makes it her mission to win the peabody prize with her older partner, Arthur (Thomas) who is desperate to marry her.[1]"	American
Blue Spring Ride	2014	romance	Takahiro Miki	Tsubasa Honda, Masahiro Higashide	"Futaba Yoshioka is a 17-year-old high school student who has an inferiority complex, as she has the need to fit with her female friends by acting brash towards the male students, due to a history of attracting the latter which made other girls jealous and ostracize her, as a result causing her to feel that her life is nothing interesting. She finally abandons her facade when she befriends fellow outcast Yuri Makita, who is adamant in keeping her ""cutesy"" personality in exchange for being ostracized. At the same time, Futaba is surprised when she reunites with Kou Tanaka, whom she befriended during middle school and with whom she had mutual love until he abruptly moved away to Nagasaki to live with his late mother. She is disappointed, however, as the new Kou is going with his mother's surname ""Mabuchi"" and seems to be a completely different person than she knew back then, as he is now a rude, cold, and sneaky individual. Kou enrolls in the school under supervision of his brother, Yoichi Tanaka, who teaches at the school.
However, Futaba and Kou have to work together when they apply for the class representative positions, assisted by event representatives Yuri, the also-outcast Shuko Murao who harbors feelings for the elder Tanaka brother, and her admirer, Aya Kominato. The five attend the leadership training and are able to form a bond. After the training, Yuri realizes that she has fallen in love with Kou and confesses during summer festival, but is rejected. Instead, she decides to support Futaba's attempt to woo him and ends up falling in love with Uchiyama, a member of the school band. Meanwhile, after an embarrassing first meeting, Futaba is admired by Toma Kikuchi, Uchiyama's bandmate, who begins inroads to make her turn from Kou and fall for him. He gets his attempt when Kou's middle school friend from Nagasaki, Yui Narumi moves to Tokyo and begs him to take care of her. This causes Futaba to think that anymore attempt to woo Kou is futile, and, after a formal rejection from him, accept Kikuchi's confession.
Nevertheless, Futaba struggles to erase Kou from her mind and be serious in her relationship with Kikuchi. Kou, who is revealed to have always loved Futaba after all those years, realizes that Narumi is dragging him back and decides to end their relationship. As Futaba's relationship with Kikuchi becomes complicated with Kou making moves towards her, she chooses to separate from Kikuchi at the end of the school year. With Kikuchi out of the picture for Christmas, Futaba agrees to meet Kou in the same place where they promised to meet years before until his transfer, but it is cut short when Kou is involved in an accident. At the hospital, Futaba and Kou declare their love for each other.
The new couple's first task together is helping Kominato confess to Murao. At the start of the new school year, Tanaka also decides to move to the United States to pursue further education and discover new things, wishing his brother happiness out from sulking about their mother's death. To assure his family that he is well, Kou reverts his surname back to Tanaka. The series ends with Futaba and Kou seeking refuge from the rain at a temple like they did years before, which Futaba interprets as the evidence that something interesting has finally started for her."	Japanese
Girl from Rio	2001	romance	Christopher Monger	Hugh Laurie, Vanessa Nunes	"Raymond Woods, a junior manager in a bank in the City, is becoming increasingly bored of his life as it takes a downhill tumble. First he finds out that he has missed the promotion opportunity at work by his bad tempered and disapproving boss, Strothers, and then he catches his wife a couple of days before Christmas having an affair with Strothers.
Touching down in Rio, he calls a cab to take him to a nice hotel. The cab driver, Paulo, takes him to a fairly run down hotel. Raymond insists he needs a much nicer hotel with a beach, while Paulo insists Raymond would not be able to afford such a hotel, but suddenly changes heart once Raymond shows him a large wad of cash. Paulo immediately befriends Raymond, with his eyes greedily on his cash as he owes money to the biggest Mafia leader in Rio. He insists that he is prepared to take Raymond wherever he needs to go and whatever he needs done can be done. Therefore, Paulo takes Raymond to the nicest hotel in Rio. Raymond trips up in a commotion at the door of the hotel, dropping his bag and spreading his cash all over the floor. Once he hastily shuffles it all away, the hotel clerks immediately show him to the Presidential suite. After a day of shopping and generous spending Raymond reveals to Paulo he has come to Rio to look for the famous samba dancer Orlinda.
On Christmas Day, Orlinda visits Raymond to give him a present. Raymond is still angry at the fact that she has ended him up in this situation. She tells him that she wished the money was only a small portion of what he owned and it wouldn't matter that she took it, and tells Raymond he's a ""common crook"". Leaving the safe after being ordered out, she tells Raymond not to give up hope. Raymond collects a large portion of the money and claims it is his. Orlinda then meets up with Paulo who takes his taxi and ties a rope to pull away at the bars of Raymond's prison.
Raymond decides he should return the money to the bank, as he still has enough time to get back to England and return the money to the vaults without anybody noticing it had gone. He quickly buys a ticket back to London and hires a taxi driver to rush him back to the bank. However, when he arrives, the police are all over the building. About to rush in and explain to the police inspector, he discovers that over the Christmas period, somebody tunnelled into the vault and swiped the remainder of the money. Confused and relieved, Raymond leaves the bank, intending to return to Rio. Catching a taxi, when a couple leave, he recognises them as his wife and Strothers who have evidently just returned from their holiday in Tenerife. He tells his wife he'll leave her the address of where he's living in Rio to send the divorce papers, resigns from his job and goes back to Rio. He is next shown living with Orlinda and Paulo some years later with two babies and Bichero as his servant."	British
Friends	1971	romance	Lewis Gilbert	Sean Bury, Anicée Alvina	"In this teen romance, a neglected 15-year-old English boy named Paul Harrison (Sean Bury), living in Paris with his wealthy businessman father, befriends an orphaned 14-year-old French girl named Michelle Latour (Anicée Alvina). She is recently arrived in Paris to live with her cousin but soon finds the situation in her cousin's Montmartre apartment to be disturbingly unwholesome.
Together, Paul and Michelle decide to run away; they travel to the idyllic marshlands of the Camargue where Michelle has in her keeping a very small cottage. She and her recently deceased artist father periodically escaped to the cottage from their home in Arles. There, Paul and Michelle set up housekeeping, become lovers, have a baby, and play at being responsible adults. Along the way, both Paul and Michelle discover many of the troubles that can be involved with family life. Ultimately, however, police who have responded to a missing-persons report from Paul's father find and separate the two, presumably taking their baby into protective custody.
In the 1974 sequel, Paul and Michelle, the young family has been reunited, and Paul Harrison has to cope with not only a new love interest for Michelle Latour, but also the difficulties he faces balancing work, college, and trying to maintain their family."	British
Passchendaele	2008	romance	Paul Gross	Paul Gross, Caroline Dhavernas, Gil Bellows, Joe Dinicol, Meredith Bailey	"In the spring of 1917 after Vimy Ridge, Sergeant Michael Dunne of the 10th Battalion, CEF survives heavy combat but suffers from shellshock. He is sent home for recovery as a war hero for taking out a German machine gun position. While in hospital in Calgary, Alberta, he meets nurse Sarah Mann (Caroline Dhavernas), where he had originally enlisted.
David Mann (Joe Dinicol) is Sarah's younger brother, ineligible for military service due to asthma but determined to enlist. The Mann's are ostracized when it becomes known their father died at Vimy Ridge when with the Imperial German Army.
The father of David's girlfriend pulls strings to allow him to enlist. Dunne feels responsible for David's wellbeing and reenlists as a private under his mother's maiden name McCrae.
David and Michael end up in the battlefields of Belgium. Sarah also enlists and follows the 10th as a nurse in triage at an Advanced Dressing Station near the front. The three arrive in Flanders in time for the Battle of Passchendaele. Dunne and Sarah soon meet up again when Dunne brings a wounded man to the aid station. Dunne's cover as McCrae is soon blown, he manages to escape punishment and is promoted to platoon leader by Lieutenant Colonel Ormond, who knew him from earlier combat, when his past actions ""should have got a V.C."" and because of the need for experienced soldiers as high casualties were expected.
When the Canadians launch their attack, the 8th Battalion (Winnipeg Rifles), known as the Little Black Devils, faces a German counterattack and become pinned down. Dunne's company is sent to support them. After the support company arrives, the 8th Battalion retreats from the battlefield, wrongly believing that they are finally relieved, leaving the job of holding the ground to Dunne's small force. As the reality of the war begins to set in, David Mann begins to realize the war was not what he believed it would be. Dunne's forces spend the night in their trenches, and as a result of the shelling, David begins to have an asthmatic/panic attack and Dunne calms him down, relieving the problem.
The next morning the Germans counter-attack, and make it as far as the line, and both forces attack each other in close quarters combat. As the Germans retreat, David breaks down and chases them back to surrender. He jumps into their trenches and is met by a gun to the face where he begs in German. He is about to be shot when an artillery shell lands and the explosion throws him onto what is effectively a cross, created by walkway timbers from the trench. He is visually crucified by the explosion. This relates to Dunne's earlier story of the legendary report of the crucified soldier. When Dunne sees this he takes his helmet off, throws his gun down and runs to David, in a reckless attempt to keep his promise to keep him alive, getting shot in the process. He crawls to the cross on his knees, looking up at it. The Germans stop firing and allow him to retrieve David, whom he carries back to his own lines. The fighting swiftly resumes with a shell landing. David lives, but Dunne is carried to the hospital where he dies after his last words with Sarah. This happens just as the news comes in that the Canadians have captured Passchendaele Ridge.
The ending scene shows the wheelchair-bound David Mann (now only with one leg); Sarah Mann; David's girlfriend Cassie; and Dunne's best friend Royster (Gil Bellows) paying tribute at Dunne's grave on his home farm. The marker has been altered to remove the ""5"" of 1915 and changed to 1917. The camera then pans out and the background alters to a field of hundreds of Canadian war graves with a riderless horse on the horizon."	Canadian
Friends & Lovers	1999	romance	George Haas	Stephen Baldwin, Claudia Schiffer, Robert Downey Jr.	As Christmas season approaches, Ian is invited by his father, Richie, to join him for a skiing holiday in Park City, Utah. Ian convinces several of his friends to come along. There is Jon, who brings along his German girlfriend, Carla, but has competition for her from a German ski instructor, Hans. Another friend, David, is gay and wants to lose his virginity. Keaton discovers his sister Jane is pregnant and has no plans to tell the man who might be the father. Keaton also has issues with his friend, Lisa, who wants their relationship to become romantic.	American
The Girl He Left Behind	1956	romance	David Butler	Natalie Wood, Tab Hunter	"Andy Schaeffer is a spoiled mama's boy who usually gets his way. He breezes through college while girlfriend Susan Daniels studies hard while also working at a job to pay for her education.
She isn't sure where their relationship is going. Where it's going for Andy is the Army, because his grades have become so poor at school, he's being drafted. Andy reports for basic training at Fort Ord, making it clear to everybody there that he'd rather be anyplace else."	American
If I Stay	2014	romance	R. J. Cutler	"Chloë Grace Moretz
Mireille Enos
Jamie Blackley
Joshua Leonard"	"Mia Hall and her family are getting ready to go on with their normal day activities when it is announced on the radio that school has been canceled. Mia's dad Denny is a teacher and as a result of the snow day does not have to go to work. Mia's mom Kat, a travel agent, decides to call in sick and along with her family get on the road to visit Mia's grandparents who live on a farm. It is also revealed that Mia is dating an older, popular up-and-coming rockstar named Adam Wilde.
The story flashes back to Mia's early life with a rocker dad and an inexperienced mom, when one day they take Mia to a music class where Mia decides that she wants to start playing the cello. After her parents see that Mia is passionate about the cello, they hire a teacher to help her play. Kat is shown pregnant with Teddy, whom Mia thinks is the reason for her father's departure from his band.
Years later, an adolescent Mia is still passionate about the cello and is playing at school in the band room where Adam peeks in on her playing, seeing her for the first time, leading him to ask Kim, Mia's best friend, about her. Adam then asks Mia out on a date to a cello recital, where they show mutual affection towards one another.
The story flashes back to current time with the family driving to the grandparents' farm when their car collides with an oncoming truck. Mia appears to have an out-of-body experience where she finds herself barefoot and sees her body lying on the road while paramedics are trying to help her and her family. Mia tries to ask a paramedic what is happening, but realizes that no one can see or hear her. Mia, now in the hospital, panics as she does not know the current status of any of her family members when they take her in for surgery. A sympathetic nurse, Nurse Ramirez, tells Mia—her physical body, not Mia's spirit, which apparently she cannot see either—that it is up to her whether or not she wants to stay.
The story flashes back once again to Mia attending one of Adam's concerts with his band Willamette Stone, where she does not seem to fit in. Adam's band is steadily gaining more recognition and gets signed to a label, which starts to put a strain on their relationship due to the travel schedule. While at dinner, Mia's grandpa suggests that she should apply to Juilliard, an idea which she initially rebuffs, but later further researches. She eventually lands an audition in San Francisco. It takes a while for Mia to tell Adam about her audition and when she does he becomes upset and leaves for a week-long gig.
In the present day, Mia undergoes surgery. She sees a doctor speaking with her grandparents who are standing outside of a pediatric room where Teddy lies in a coma-like state. Adam comes to the hospital to see Mia, but is not allowed in as he is not an immediate family member. It is then revealed that Mia's mom Kat was pronounced dead on arrival and her dad Denny died on the operating table. She later finds out that Teddy has died from an epidural hematoma. Grandpa talks to Mia, revealing that her father gave up being in a band because he wanted to give her a better life and be a better father. He also, tearfully, gives Mia permission to move on from this life if she wants, which influences Mia to decide that she wants to die so that she can join her family on the other side.
The story flashes back to Mia at her audition for Juilliard, where she plays the best she has ever played, leading her to think that if accepted, she would go. After a reconciliation with Adam, they talk about the huge possibility of her going to Juilliard, which ultimately leads to them breaking up and going their separate ways.
After some time, Mia seems stable enough to receive more visitors. Mia is shown symbolically about to let go when she hears the music performed at the cello recital that she attended with Adam. It is revealed that Adam has come to see Mia and that he is playing his iPod for her. He brings with him a letter Mia has received from Juilliard saying that she has been accepted and lets her know that he would do whatever she wants if she stays. He begins to play the song he has finally written about her. Mia, after flashing back through all the happy moments in her life, squeezes Adam's hand and opens her eyes and sees Adam as he hovers over her and says, ""Mia?""."	American
The Sorcerer and the White Snake	2011	romance	Ching Siu-tung	Jet Li, Huang Shengyi, Raymond Lam, Charlene Choi, Wen Zhang, Jiang Wu, Vivian Hsu, Miriam Yeung, Chapman To, Law Kar-ying, Lam Suet, Sonija Kwok, Angela Tong, Michelle Wai	"Abbott Fahai and his assistant Neng Ren head towards a blizzard through a magical door. An ice harpy appears at the top of the mountains and turns the impetuous Neng Ren into an ice statue. She then reveals her past and reasons to kill all men. Unable to persuade the ice harpy to turn over a new leaf, Fahai is forced to fight her. The battle ends with Fahai capturing the ice harpy using a demon trapper, which releases Neng Ren from ice. Neng Ren is then tasked to confine the ice harpy at Lei Feng Pagoda, and the master and assistant head back to the door which disappears after closing behind them. At the Pagoda, Neng Ren transfers the ice harpy from the demon trapper into the magic circle, which holds other trapped demons in it.
On the other side of the mountain, two female snake demons (Qingqing and Susu) are playing around, enjoying their time when they spot a physician, Xu Xian, picking herbs at the foot of the mountain with his friends. Qingqing, being a playful snake, scares him, causing him to fall into the lake below. Susu, being gentler, assumes human form and kisses Xu Xian which allows Vital Essence to flow from her into his body thus saving him. Soon, Xu Xian wakes up and tells his friends about being kissed by a beautiful girl, which only makes them laugh.
After finding a victim of a bat demon, Fahai and Neng Ren leave the temple immediately to subdue the bat demon to avoid more casualties. Xu Xian comes across them and offers a boat ride to the city. Susu starts thinking about the day she kissed Xu Xian and decides to head to the city to find him. Meanwhile, while Qingqing is exploring the city, she came across Neng Ren and decided to help him subdue the bat demon by revealing its location. Neng Ren defeats the bat demon's cohorts, but is unable to subdue the bat demon king who bites him. Though he is subsequently saved by Fahai, Neng Ren starts turning into a bat demon himself the next day and decides to run away.
In the meanwhile, after a series of pranks, Xu Xian recognizes Susu and they spend the night together, which is rather unfortunate for Xu Xian because he does not know that he was making love to a snake in a human form.
Neng Ren is found by Qinqing and the two befriend each other. They realize that Neng Ren, despite becoming a bat demon, still has all his human taste for human food, and most of his human qualities. Meanwhile, Xu Xian and Susu wed. Shortly after Fahai saw that Xu Xian's medicines has mysterious substance after that, he gives Xu Xian a dagger that can kill demons. Susu is then chased by Fahai, who tells her to leave Xu Xian and sparing her. When she doesn't, Fahai and his disciples invade her and Xu Xian's cottage. Susu fights the battle in her snake form, but is stabbed by Xu Xian unaware of her true identity. Susu escapes but is gravely injured. Xu Xian, after realizing what he has done, decides to get the spirit root to heal her.
Helped by Susu's friend, a mouse, Xu Xian manages to retrieve a root kept inside the Lei Feng Pagoda that could save Susu, but is possessed by demons since the root was the thing that kept the demons in place. Fahai and the other monks capture Xu Xian and prepare to cast spells to banish the demons from his body. Susu recovers and she goes to find Xu Xian along with Qinqing. They are confronted by Fahai, who tries to explain to them that the spell should not be broken before it is complete. Susu, however, does not believe him and accuses him of trying to separate them so the two sisters start battling Fahai. Susu and Qingqin decide to flood the temple since Fahai won't let go of Xu Xian. After countless wounds Fahai lies back exhausted. As he looks around he sees Neng Ren helping to save his former colleagues, the monks of the temple who were trying to complete the spell to release Xu Xian from the demons. He looks up at the sky and questions whether he was right to have been a demon hunter all his life.
Susu releases Xu Xian from the spell after which Xu Xian does not have any memory of Susu. Susu blames this on Fahai, after which they have one last battle. Fahai manages to trap Susu in the temple of Lei Feng Pagoda. At this point, Susu repents and asks to see Xu Xian just one last time, as she could accepted any punishments as long as she could see him for the last time. Simultaneously, Fahai gets the answer to his question and understands what he must do. Filled with the divine spirit, he lifts up the pagoda to allow Susu's last wish to come true.
After a brief reunion with Xu Xian, she tells him of her story of having meditated for a thousand years before she met him. She tells him that it was all worth less than a moment with him, that even he doesn't remember her, her memory of love with him is enough, and that even if she has to die or live with pain, she won't regret how much she has to suffer to see him one last time. She kisses him, causing him to remember everything. As the pair go to kiss one last time Susu is sucked back into the temple, leaving Xu Xian chasing her as both cry and reach out for each other.
Qingqing, watching all this from a distance with Neng Ren, tells him that she doesn't want to love anyone as her sister loved Xu Xian, and leaves saying that he will never be a true bat demon anyway.
After this, we see Xu Xian picking herbs around the temple and inside Susu has returned to her true form as a white snake trapped inside the temple. Fahai is seen walking the mountainside when suddenly Neng Ren (now a complete bat demon) appears alongside him. Throwing him an apple to eat Fahai tells him that he has grown used to his new look, and they continue on the journey together again."	Chinese
Kimi ni Todoke	2010	romance	Naoto Kumazawa	Mikako Tabe, Haruma Miura	"Sawako Kuronuma has always been avoided by her classmates because her name, her appearance and her manner too strongly resembles that of ""Sadako"", the main character in the 1998 horror film Ring. They believe that when one stared into Sawako's eyes for more than three seconds, bad luck will befall the person. They also believed that she could summon ghosts. These rumors got worse because Sawako is unable to express her views straightforwardly. All of the students call her 'Sadako', instead of her real name, and tell over and over again misfortunes that have befallen other students supposedly because of Sawako. However, Sawako is a kind person whose motto is ""to do one good thing once a day"". Shota Kazehaya, on the other hand, is an outgoing student who is popular with his schoolmates, especially the girls.
On the first day of school, Sawako helped Kazehaya, who was lost, to find his way to the school. Since that day, Kazehaya treats Sawako with kindness, making Sawako respect and admire him. Sawako also made friends with her classmates Chizuru Yoshida and Ayane Yano after she agrees to play the role of the ghost in their class's ""Bravery Challenge"" activity. With their help, she manages to gain self-confidence and interacts better with her classmates. The rumors about her also began to subside. However, Ume Kurumizawa, an admirer of Kazehaya, starts to become jealous of the way Sawako is being treated by Kazehaya.
Strange rumors like ""Ayane has slept with 100 guys"" started spreading. Sawako distances herself from her new-found friends, believing that they were targeted by the rumors because they were close to her and she did not want them to get hurt because of her. Both Chizuru and Ayane felt hurt after they overheard Sawako saying that she did not regard them as friends. However, with advice from Kazehaya, Sawako stands up to the people who were spreading the rumors. Sawako did not back down in spite of violence, and Chizuru and Ayane were greatly touched by Sawako's actions. Their friendship becomes stronger.
At a sports festival, Kurumizawa, on the pretense of being Sawako's friend, confessed her feelings for Kazehaya to Sawako and asked Sawako for her help. Sawako refused, saying that Kazehaya was also special to her. Kurumizawa then tried desperately to turn Sawako's attention to Ryu, even to the extent of secretly arranging a meeting between them so that she could ""coincidentally"" walk past with Kazehaya. However, the plan backfired as Kazehaya got jealous and grabbed Sawako's hand and pulled her away. Chizuru and Ayane later discovered Kurumizawa's plot and cornered her, warning her about breaking apart Kazehaya and Sawako. However, Sawako begged both of them not to reveal this incident to Kazehaya. Kurumizawa later confessed her feelings for Kazehaya, who rejected her but said that he was happy that she confessed to him.
As winter came, Sawako's father requested that she take a bus home instead of walking because he was concerned for her safety. When applying for the student concessionary pass, her teacher misplaces her student handbook, which contains treasured items such as a cherry blossom petal Sawako picked up on the day she first met Kazehaya, causing her grief. Kazehaya and Sawako also begin to spend less time together, because Kazehaya used to walk Sawako home. Kazehaya then tries desperately to go with her on a date and to confess to her, but Sawako always misunderstands and invites Chizuru along.
Out of desperation, Kazehaya suddenly confesses his feelings for Sawako and asks her to be his girlfriend. He also asked if she could go out on a date with him on Christmas Eve. Sawako rejected him and ran to the bus, leaving Kazehaya feeling dejected. To make matters worse, she did not turn up at a Christmas Eve party that she promised to go to, leaving Kazehaya in a foul mood at the party. Chizuru and Ayane suggest that she go apologize to Kazehaya on New Year's Eve, when he volunteers at a festival every year. However, Sawako's father's orchestra has a concert that night, leaving Sawako conflicted over which to choose. Sawako eventually decides on Kazehaya, and apologizes to her father. Meanwhile, Kazehaya, after seeing Sawako's handbook that the teacher passed to him, finally understands Sawako's feelings towards him. Eventually, they meet up just after New Year's Day and properly convey their feelings."	Japanese
Just Another Margin	2014	romance	Jeffrey Lau	Betty Sun, Ronald Cheng, Ekin Cheng, Alex Fong, Ada Choi, Kingdom Yuen, Guo Degang, Lam Suet, Lin Gengxin, Yu Qian, Huang Yi, Hu Ge, Patrick Tam, Lee Kin-yan, Tats Lau	"This movie takes place in an unspecified time period of China, but it is one where the famous heroes of Liangshan Marsh, the 108 Bandits, are currently active. A strange girl named Xu Jin Ling (Betty Sun) possessing a powerful yueqin, which doubles as a weapon for self-defense, offends the prominent businessman, Mr. Zhao (Guo Degang), by humiliating his niece using said musical instrument. As punishment for this act of insolence, Mr. Zhao arranges the marriage between Jin Ling and their home village's ugliest resident, Mao Dai Long (Suet Lam). However, Mr. Zhao's lecherous and conniving cousin, Shi Wen Sheng (Ronald Cheng), takes notice of the beautiful girl, and plots with Mr. Zhao to be rid of Mao Dai Long so that Jin Ling will become Wen Sheng's wife. An unexpected turn of events occur, however, because when Dai Long introduces Jin Ling to his little stepbrother, Mao Song (Cheng Yee Kin), they immediately recognize each other, as they have met each other a long time ago when they were but children. Another series of unexpected events start happening in this seemingly uneventful village, as when Mao Song is helpless to save Dai Long from the crime he was framed by Wen Sheng for and is unable to save Jin Ling from becoming Wen Sheng's wife, he runs into two oddly dressed men, to whom the audience is introduced to as two space aliens named Tranzor and Shakespeare of Planet B16, but introduce themselves to the destitute and somewhat suicidal man as two immortal fairies who will help him address his grievances. For the moment, it seemed as if everything was going the way Mao Song wanted, but things then take a turn for the worse when Jin Ling runs away from home since she refuses adamantly to acknowledge the hideous-looking Dai Long as her husband, though Dai Long didn't really care about that, Mr. Zhao and Wen Sheng hire the 108 Bandits, who are portrayed in this movie not as valiant heroes, but as money-grubbing mercenaries, to kill Jin Ling, and an alien martial artist (Hu Ge) who has been living undercover among humanity for decades and serves a powerful warlord of Planet B16 named the Black Emperor, is finally activated and deployed to assassinate Mao Song, for Mao Song is, in reality, a B16 Alien who's the legitimate heir to the leadership of B16, but was abandoned on Earth by his family under the guise of a human child so that the Black Emperor won't be able to find him.
A great chase occurs with the 108 Bandits being the pursuers and Mao Song and Jin Ling, whose face was horrendously scarred by an acid spray from one of the Bandits, being the quarry. They manage to elude the mercenaries, but Jin Ling attempts to commit suicide by falling off a cliff, as she was unwilling to be married to Mao Song now that her face was rendered hideous, and she was on tenterhooks that Mao Song would have to endure humiliation and being the back end of nasty comments and jokes for marrying such an ugly girl. Mao Song jumped into the dark abyss after her, intending to die alongside her, and it was in this moment that his identity as the leader of Planet B16 had been realized, and when they were seconds away from hitting the bottom, Mao Song sprouted wings of light from his back, flew back up the cliff, and healed Jin Ling's face in the meantime, making her face beautiful again. In this scene, everybody, except for Tranzor and Shakespeare who are drunk at a brothel, shows up; Mr. Zhao and Wen Sheng show up, hidden in the forest behind the cliff's edge, the 108 Bandits stand by the cliff's edge, staring in awe and wonder at the space ship that was rising out of the ground behind Mao Song and Jin Ling, Mao Dai Long appears, following the yueqin that transformed into a hovering robot probe, and the alien assassin, who was disguised as a female school teacher, shows up to kill Mao Song. A duel takes place at the bottom of the cliff, with the alien assassin and Mao Song seeming equally matched, but Mao Song at the last moment turned the tide of the battle in his favor by borrowing the strengths and fighting skills of all the 108 Bandits. After defeating this foe, Mao Song flies back up to the ship where he weds his beloved and offers the 108 Bandits new homes and jobs on Planet B16. Mao Dai Long remains in China with two pretty B16 girls to be his wives after they altered his appearance to make him handsome, and Mr. Zhao and Wen Sheng lament on their mistakes.
At the very end of the movie, the people of the village are seen everywhere lighting incense sticks in honor of a jade Buddha statue they erected some time after witnessing the B16 space ship rising from the ground, which bore a strong resemblance to the Buddha when they saw it from a distance."	Chinese
Kyo, Koi wo Hajimemasu	2012	romance	Takeshi Furusawa	Emi Takei, Tori Matsuzaka	"Despite Tsubaki Hibino's talent in styling other people's hair, she isn't comfortable with doing the same for herself. On her first day of high school, she is immediately looked down upon her delinquent-like classmates for her old-fashioned taste. When she is teased by the top student, Kyouta Tsubaki, who shares the same name as her, she defiantly cuts his hair. Interested in her actions, Kyouta decides to make her his target.
Kyouta, who is not only a promiscuous playboy but also has control of the class, makes Tsubaki need him during class activities, although Tsubaki attempts to resist his advances. Gradually, the two begin to fall in love with each other until Tsubaki discovers that Kyouta cannot commit himself into a relationship due to his mother and a nurse he trusted. But with both of them having their first experiences in love, troubles start to weigh and test their relationship."	Japanese
A Moment of Romance II	1993	romance	Benny Chan	Aaron Kwok, Jacklyn Wu, Roger Kwok, Anthony Wong	Celia (Jacklyn Wu) illegally enters Hong Kong from mainland China and works as a prostitute in order to earn money to save her younger brother from prison. While working for the first time, Celia witnesses the murder of a triad leader and gets framed for the murder. As triad members are chasing her, she is rescued by Frank (Aaron Kwok), a member of a biker gang. Frank came from a wealthy but broken family and always feels depressed. However, he later becomes inspired by Celia's upbeat personality and the two of them fall in love. Celia then leaves Frank in order to avoid bringing him into trouble with the triads, but Frank unconditionally sacrifices his life to save her.	Hong Kong
Host, TheThe Host	2013	romance	Andrew Niccol	Saoirse Ronan, Jake Abel, Max Irons, Frances Fisher, Chandler Canterbury, Diane Kruger, William Hurt	"The human race has been taken over by small parasitic aliens called ""Souls"". They travel to planets inserting themselves into a host body of that planet's dominant species while suppressing the host's consciousness. They access the host's memories, and occupied hosts are identifiable by silver rings in the hosts' eyes.
A human on the run, Melanie Stryder, is captured and infused with a soul called ""Wanderer."" Wanderer is asked by Seeker to access Melanie's memories in order to discover the location of a pocket of unassimilated humans. Melanie's consciousness, however, has not been completely eliminated, and it struggles to regain control of her body. Melanie and Wanderer carry out an internal conversation and debate with each other, forming a friendship.
Wanderer shares with Seeker that Melanie was traveling with her brother, Jamie, and her boyfriend, Jared Howe, to find Melanie's uncle Jeb in the desert. Wanderer admits that Melanie is still present, so Seeker decides to be transferred into Melanie's body to get the information herself. With the help of Melanie, Wanderer escapes and makes her way to the desert, where she is found by Jeb, who takes her to a series of caves hidden inside a mountain where the humans (including Jared and Jamie) are hiding.
Wanderer's presence is met with hostility by all but Jeb and Jamie. Melanie instructs Wanderer not to tell anyone she is still alive, since it would provoke them, though she later allows her to tell Jamie. Wanderer begins interacting with the humans and slowly begins to gain their trust, forming a bond with Ian O'Shea.
Seeker leads a search party into the desert to find Wanderer. They intercept one of the shelter's supply teams, and in the ensuing chase, Aaron and Brandt commit suicide to avoid capture. During the chase, Seeker accidentally kills another Soul, leading her superiors to call off the search.
Returning to the caves, Jared and Kyle move to kill Wanderer, causing Jamie to reveal that Melanie's consciousness is alive. Jeb and Ian accept this, but Jared refuses to believe it until he attempts to determine the truth by kissing Wanderer, provoking Melanie to take back control and slap him, proving to Jared that she is still alive. Kyle tries to kill Wanderer but endangers his own life and ends up being saved by Wanderer. Ian believes that Kyle attacked Wanderer and tells her he has feelings for her. Wanderer admits that, while occupying Melanie's body, she must love Jared, but she has feelings of her own, and the two kiss.
Wanderer enters the community's medical facility and discovers that Doc has been experimenting with ways to remove Souls and allow the host's mind to regain control, resulting in the deaths of many Souls and Hosts from his failed experiments. After isolating herself for several days, Wanderer learns that Jamie is critically ill with an infection in his leg. She infiltrates a Soul medical facility to steal some of their alien medicine, saving Jamie's life.
Seeker has continued looking for Wanderer on her own, but Jeb captures her and imprisons her in the caves. Wanderer offers to show Doc the proper method of removing Souls, on the condition that he remove her from Melanie's body and let her die. Doc uses the technique to remove Seeker from her host, with both Host and Soul surviving. Wanderer takes the Seeker alien to a Soul space-travel site, where she sends it far enough from Earth that it can not return for numerous generations.
Tired of the many lives she’s lived and finding it too painful to leave everyone behind, Wanderer makes Doc promise to let her die when she is removed and not tell anyone. Their friends intervene with Doc, who then inserts Wanderer into Pet, a human who was left brain-dead after the Soul inside her was removed. Now with a body of her own, Wanderer is able to be with Ian properly, while Melanie reunites with Jared.
A few months later, while on a supply-gathering trip, Wanderer, Melanie, Ian and Jared are captured. They discover that their captors are humans, who reveal that there are several other human groups as well. They also learn that a Soul with this group has sided with the human resistance, as Wanderer has, and they may not be the last Souls to do so."	American
