job_title,job_ad_details,nation_short_desc
Waiter/Waitress,<div><strong>Tanggung Jawab</strong></div><div><ul><li>Menerima Dan Melayani Order Pelanggan</li><li>Mengantar Sesuai Pesanan Pelanggan Ke Meja Pelanggan</li><li>Menjaga Kebersihan Ruangan Dan Meja Pelanggan</li></ul></div><div></div><div><strong>Persyaratan</strong></div><div></div><div><ul><li>Minimal SMP Sederajat</li><li>Rajin</li><li>Jujur</li><li>Bertanggung Jawab</li><li>Berdomisili Di Sekitar Area</li></ul></div><br /><strong>Persyaratan minimum:</strong><ul><li>Tersedia jam fleksibel</li><li>Tidak diperlukan pengalaman kerja untuk posisi ini</li><li>Pelamar harus memiliki KTP</li></ul>,ID
Salesman (General Trade),"<p>- Melakukan pencatatan dan memastikan stok barang di outlet/toko serta melakukan penawaran penambahan stok
- Mencari toko/outlet baru untuk menawarkan produk
- Melakukan kunjungan secara berkala untuk membina hubungan baik
- Menjalankan program sales yang sudah dibuat
- Melakukan penagihan terhadap toko/outlet yang sudah jatuh tempo
Kualifikasi :
- Pendidikan minimal SMA/K semua jurusan
- Memiliki pengalaman kerja sebagai Sales Distributor FMCG minimal 2 tahun
- Memiliki komunikasi, kemampuan negosiasi yang baik, dan cekatan
- Bersedia kerja di lapangan dan memahami teritori area wilayah
- Mampu bekerja dengan target
- Pria/Wanita
- Berpengalaman
- SMA/SMK
- Tidak ada batasan usia
- Terima kandidat tanpa foto diri
- Radius 20 km dari penempatan kerja
</p>",ID
Senior Digital Marketing Supervisor,"<p>Kualifikasi :</p><p><br /></p><ol><li><strong>Usia Maksimal 32 Tahun.</strong></li><li><strong>Wajib memiliki pengalaman dan pendidikan yang relevan dengan posisi pekerjaan.</strong></li><li>Memiliki pengetahuan dasar dan tingkat lanjut tentang SEM, baik strategi, concepting maupun eksekusi.</li><li>Berpengalaman dalam perencanaan, pembuatan dan optimasi Google AdWords campaigns, Google Display campaigns, Google Shopping (and Merchant Centre) campaigns, IG/ Facebook campaigns, YouTube campaigns, TikTok campaign, dan E-commerce Ads (CPAS).</li><li>Memiliki Pemahaman dan kemampuan yang kuat untuk membaca, mengalisa data Google Analytics, termasuk menyiapkan sasaran dan pelacakan konversi untuk kampanye PPC Google.</li><li>Tertarik dan up to date dalam bidang Paid Ads Digital Marketing.</li><li>Sanggup menunjukan portofolio terbaru semua project ads yang sudah pernah &amp; berhasil dikerjakan.</li></ol><p><br /></p><p><br /></p><p>Deskripsi pekerjaan :</p><ol><li>Berpengalaman dan Mahir menggunakan Google Analytics, Tag Manager, Facebook Pixel, dan tools pendukung lainnya.</li><li>Membuat, merilis, dan mengoptimasi Google (GDN dan search ads), Facebook/Instagram, dan Tiktok ad campaigns.</li><li>Membuat dan mengkonsepkan automation funneling ads dari awareness ke conversion.</li><li>Melakukan research keywords dan mengkonsepkan tipe/copywrite iklan.</li><li>Mengkonsepkan copywriter dan awareness landing page serta CTA nya.</li><li>Mendata dan mengolah lead yang didapatkan dari landing page.</li><li>Membuat, megedit, mengoptimasi,dan memastikan data yang tercatat dari ads tersebut valid dari GA, Google Ads, Facebook Pixel, dan sumber data tracking lainnya (membuat events tracking di facebook pixel &amp; google tag manager).</li><li>Memiliki perencanaan iklan digital yang baik,mahir mengatur ads budget, mahir mengeksekusi dan mengukur SEM strategy yang dijalankan.</li><li>Melakukan SEM Forecasting dan SEM Reporting.</li><li>Mampu bekerja sama dengan tim design dan video untuk membuat ads.</li><li>Mampu memanage dan mengkonsepkan post di social media.</li><li>Mampu memanage E-commerce serta paid ads di dalam E-commerce.</li></ol>",ID
Project Manager dan Programmer,"<p>Lowongan Project Manager &amp; Programmer</p><p><br /></p><p>PT. HES CIPTA KREASI, merupakan perusahaan rintisan yang bergerak di bidang aplikasi jasa, membuka lowongan project manager &amp; programmer</p><p><br /></p><p><strong>Persyaratan:</strong></p><ol><li>Lulusan S1 teknik informatika/komputer atau yang berhubungan</li><li>Mempunyai pengalaman sebagai project manager baik dalam project aplikasi atau website (sertifikat PMI/PMP diutamakan)</li><li>Menguasai bahasa pemrograman terkini untuk mobile apps dan/atau website development (full stack diutamakan)</li></ol><p><br /></p><p><strong>Job description:</strong></p><ol><li>Memanage projects yang ada di perusahaan, terutama aplikasi atau website</li><li>Evaluasi KPI setiap divisi</li><li>Membantu progress development pada divisi yang perlu bantuan (frontend, backend, website, atau lainnya)</li></ol><p><br /></p><p><strong>Benefit:</strong></p><ul><li>Gaji 4 JT/bulan</li><li>BPJS kesehatan</li><li>Jam kerja fleksibel 140jam/ bulan</li></ul>",ID
Planner - Based in Kulim,"<p><strong>Job Description :</strong></p><p> </p><ul><li><strong>排抄管理Scheduling management</strong></li></ul><ol><li>根据订单及销售部需求情况编制纸机生产计划；Paper mill production plan based on order and sales demand</li><li>优化排抄结构，做到产量最大化、损耗最小化； Optimizing the layout structure to maximize output and minimize loss</li><li>制定排抄周期，有序有计划性的安排生产；Scheduling of production in an orderly and well-planned manner through the development of scheduling cycles.</li><li>根据库存结构进行优化，确保有效订单产出最大化，减少无订单库存产出, 控制控制库存总量。According to the inventory structure optimization, ensure the maximum effective order output, reduce the no order inventory output, control the total inventory</li></ol><p> </p><ul><li><strong>发货管理Shipping management</strong></li><li>1.根据生产下线及订单情况，及时准确安排订单出库，并做好与销售人员的确认；According to the production offline and order situation, timely and accurately arrange the order out of the warehouse, and do a good job in the confirmation with the salespersons</li><li>2、合理配置资源，与相关岗位做好畅通有效协调；Reasonably allocating resources and effectively coordinating with relevant posts</li><li>3、做好客户服务及关系协调。Do a good job in customer service and relationship coordination</li></ul><p> </p><ul><li><strong>特殊规格订单的管理Management of special specification</strong></li></ul><ol><li>原则对于特殊规格、特殊克重订单不予安排生产；The principle is that production shall not be arranged for special specifications orders</li><li>若遇特殊情况，须上报签批后才可给予排产，且监督相应的降级由相关销售人员处理掉。Under special circumstances, the production shall be ordered only after the application is submitted for approval, and the corresponding supervision demotion shall be disposed of by the relevant salesperson</li></ol><p> </p><ul><li><strong>岗位工作Job role</strong></li></ul><ol><li>定期向销售人员及领导告知生产计划，遇生产变化，须第一时间发布通知；They shall regularly inform the salespersons and the leaders of the production plan, and shall issue a notice as soon as possible in case of any production change.</li><li>根据市场布局及制定的区域销售任务占比，并结合客户订单时间，对客户订单进行相对公正的安排生产与发货；According to the market layout and the proportion of regional sales tasks established, and in light of the time of customer orders, the production and delivery of customer orders shall be arranged fairly.</li><li>部门相关报表的保质保量、及时提报。The quality and quantity of relevant departmental statements shall be guaranteed and timely submitted.</li></ol><p> </p><p><strong>Requirements:</strong></p><ul><li>Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional or equivalent.</li><li>Required language(s): Bahasa Malaysia, English, Mandarin</li><li>Good interpersonal and communication skills with strong negotiation skills.</li><li><strong>Able to communicate well in Mandarin will be added as an advantages as need to liaise with China counterpart.</strong></li><li>Experience in Manufacturing industry (Wood, pulp and paper manufacturing preferred) will be an added advantage</li><li>Successful candidates will be based in Kulim, Kedah.</li></ul>",MY
Driver - Customer Experience Management Customer Service (MA SEPANG),"<div><div>
<p><strong>POSITION GENERAL SUMMARY</strong></p>
<p>To safely transport passengers especially for those with special needs as well as running other company vehicle  according to a pre-set schedule and with utmost attention to safety and traffic regulations.</p>
<p><strong>ESSENTIAL POSITION FUNCTIONS</strong></p>
<ul>
 <li>Drives buggy/ company vehicles as scheduled or instructed according to specific locations.</li>
 <li>Practice courtesy &amp; care/ good customer service for passengers.</li>
 <li>Offers assistance to priority passengers (disabled, pregnant, senior citizen) while on the buggy; provides airport information to passenger.</li>
 <li>Assures that company vehicle is clean at all times.</li>
 <li>Ensures that necessary maintenance/servicing are made to maintain equipment in top operating condition.</li>
 <li>Maintains and keep an accurate log on vehicle mileage; fuel dispense; lubricating oil; etc.</li>
 <li>Ensure buggy charging in timely manner after use.</li>
 <li>Responsible for ensuring safety of passengers while driving the buggy and along the route.</li>
 <li>Ensure the service level management expectations.<br />
  </li>
</ul>
</div></div>",MY
Senior Freight Executive – A&O,"<p><strong>Qualifications</strong></p><ul><li>Candidate must possess at least a Higher Secondary / STPM / ""A"" Levels / Certificate / Diploma / Degree or higher field.</li><li>3 years working experience in the related field.</li><li>Familiar with freight forwarding industry.</li><li>Proficient in both English and local language(s) – written and verbal communication skills.</li></ul><p><br /></p><p><strong>Responsibilities</strong></p><ul><li>Ensure that Operation’s functions are based on compliance agreements with company.</li><li>Monitor and ensure that individual KPIs are being followed strictly.</li><li>Coordination with carriers and co-loaders at local level in terms of issues.</li><li>Handles Operational issues during booking, pre-carriage and on-carriage, response of counterpart.</li><li>Highlighting recurring system issues, customer requirements/SOP and change requests in coordination with next tier level.</li><li>Unsolved/unclear issues relating to HB/L verification, cargo declaration (AMS, AFR, ACI etc.) and shipment related disputes.</li><li>Able to monitor the process of shipments like monitoring uplift date, ETA/ETD and setting up respective status codes.</li><li>Assist customers with shipment requirements in terms of booking shipments with Airlines.</li><li>Ensure all enquiries and emails are answered within the same day or within 24 hours.</li><li>Supervise billing for JHB branch – AR and AP.</li><li>Updating AP in RA1 / ROCS and providing vendor’s billing invoices to Finance department for payment processing</li><li>Data entry and data updating in operational system: RA-1 / ROCS etc.</li><li>Preparation, collection, completion and submission of documentations and necessary paperwork during shipment handling process.</li><li>Constant monitoring and adjustment of shipment milestones / status codes under 100% data quality process.</li><li>Ensuring mandatory documentations are in respective job files.</li><li>Management support as instructed by and in the absence of the next tier level.</li><li>Work closely with Sales to handle customer's requirements and be pro-active to propose solutions.</li><li>Engage with approved vendors and subcontractors and ensure appropriate costs are used.</li><li>Meeting time frame KPIs for escalations to the next tier levels for unresolved issues.</li><li>Update shipment status in detail to customers and overseas offices / agents.</li><li>To have understanding on ISO management system.</li><li>Ad-hoc assignments as assigned by the head of department.</li></ul><p><br /></p>",MY
Housekeeping Clerk,"<b>Description</b><p>Housekeeping supervisors are in charge of supervising and coordinating the daily running of cleaning and housekeeping activities hospitality establishments.</p>
<b>Company</b><p>LEXIS HOTEL GROUP AIMS TO BE A RENOWNED 5 STAR HOTEL GROUP FOR ITS OUTSTANDING SERVICE IN PROVIDING EXCELLENT HOSPITALITY, FOOD &amp; BEVERAGE STANDARDS AND AS A CARING EMPLOYER.</p>",MY
Sales Engineer l Up to RM 3K + Allowances l Subang Jaya | JA,"<b>Description</b><p>Sales Engineer l Up to RM 3K + Fix Transport Allowances l 5wd l Subang Jaya<br />M275 EH -M(M35)<br />Position : Sales Engineer<br />Company Background: Distributor of industrial &amp; commercial suppliers<br />Working Location : Subang Jaya<br />Working Hours: 9am~6pm (Mon ~ Fri)<br />Salary Range : RM2.5K- RM3K + Fix transport allowances<br />**The commission scheme will be disclose during interview session</p>
<p>Job Responsibilities:<br />•To be responsible for pre-sales technical assistance when needed.<br />•To be responsible in handling sales inquiries and quotations.<br />•To assist in promoting sales to potential customers - targeted to government link / GLC company<br />•To support marketing activities for products and services.<br />•To build up a good rapport with consultants, contractors, and operators.<br />•Generate industry awareness via exhibitions, tradeshows or product presentations.<br />•To assist with site visits &amp; site installation when needed.</p>
<p>Job Requirement:<br />•Candidate must possess at least a Diploma/Advanced/Higher/Graduate Diploma in<br />Engineering (Mechanical/Electrical) or equivalent.<br />•Required language(s): English and Bahasa Malaysia.<br />•At least one (1) year of working experience in the related field.<br />•Required Skill(s): Microsoft Office (AutoCAD skills will be an advantage).<br />•Preferably Junior Executive specialized in Sales Engineering -Mechanical/Electrical or equivalent.<br />•Good communication skills and willingness to travel if required.<br />•Self-motivated and mature personality.<br /></p>
<b>Company</b><p>We are Nala Groups, an award-winning professional recruitment and career mentorship firm. Since our humble establishment Nala Employment Services – Singapore in 2013 and Nala Groups Malaysia in 2016, we have steadily transformed ourselves into one of Malaysia and Singapore’s leading manpower recruitment agencies under effective management. Backed by dedicated and best-organised teams, we offer recruitment solutions that meet, if not exceed our clients’ expectations within the time frame deemed most suitable.</p>",MY
Project Admin,"<div><strong>About Us:</strong></div><div>Brighten Business Consulting Sdn Bhd is a digital marketing and manpower outsourcing service agency. Headquartered in Hong Kong, we have branches and team members in Malaysia, Taiwan, UK, and Australia. With over 10 years of experience in marketing, business strategy, and technological solutions, our primary aim is to deliver high-quality professional services to support global clients in their market expansion within Malaysia and the Asia Pacific region. Our Malaysia branch is established in 2018, with two well-appointed offices and approximately 80 employees; we focus in providing exceptional manpower outsourcing solutions to our clients in Hong Kong, leveraging our proficiency and knowledge of the local regulations.</div><div></div><div><strong>About Our Client:</strong></div><div>Our Hong Kong- based client, a professional business consulting firm that specializes in government funding, is currently looking for a Project Admin Executive to join their inclusive team, that is dedicated to providing support and assistance to clients.</div><div></div><div><div><strong>Job Scope:</strong></div><div>• To liaise with client for document collections, compiling and analysing project data.</div><div>• Keeping up to date on compliance regulations, to liaise with authority departments.</div><div>• Preparing proposal, reports, defining outcomes and timeline for each project.</div><div>• Providing daily support to the project team as directed by management.</div><div>• To ensure all data obtained is for company used only.</div><div>• Carrying out ad-hoc duties assigned by management.</div></div><div></div><div><div><strong>Job Requirements:</strong></div><div>• Diploma/Degree holder in related field such as Business Management / Accounting.</div><div>• Min 2 years working experience in commercial industries with accounting background or experienced in Dbiz, TVP, EMF.</div><div>• Excellent command of written English &amp; traditional Chinese in reporting is a MUST.</div><div>• Good communication skills in both spoken English and Cantonese is a MUST.</div><div>• Proactive, detail-oriented, and well-organized in performing writing tasks.</div><div>• Possess an analytical mind to process information from various sources.</div><div>• Working experience in legal firm, company secretary or related profession industry will be added advantage.</div></div><div></div><div><div><strong>Benefits:</strong></div><div>• 5 working days.</div><div>• Hospital insurance</div><div>• Medical claim allowance</div><div>• Parking allowance</div><div>• Friendly and good working environment</div><div>• Free snacks &amp; beverages</div><div>• Increment depends on work performance.</div><div>• Year-end bonus based on work performance.</div><div>• Festival gifts, birthday benefits etc</div><div>• Working place nearby MRT station.</div></div><div></div><div><div><strong>Office Locations: Cheras</strong></div><div><strong>Interested candidates, please provide your CV, current &amp; expected salary.</strong></div><div>Note: Only shortlisted candidates will be contacted. Thank you for your interest in joining our company.</div></div><br /><strong>Summary of role requirements:</strong><ul><li>Looking for candidates available to work:<ul><li>Monday: Morning, Afternoon</li><li>Tuesday: Morning, Afternoon</li><li>Wednesday: Morning, Afternoon</li><li>Thursday: Morning, Afternoon</li><li>Friday: Morning, Afternoon</li></ul></li><li>2-3 years of relevant work experience required for this role</li><li>Working rights required for this role</li></ul>",MY
Procure to Pay (PTP) Senior Analyst (Korean speaking),"<ul>
<li>Supervise the daily operation on PTP process</li>
<li>Daily operational performance management and meet targets including Service Level Agreements with client</li>
<li>Achieve client’s Service Satisfaction at the level of client’s management and also end-users</li>
<li>Facilitate the operational Change Request (CR) process</li>
<li>Build team succession and make it effectively</li>
<li>Act as a clear escalation route to the client for service related issues and facilitate resolution of issues</li>
<li>Support Ad Hoc contractual projects for the client in line with the nominated project team</li>
<li>Initiate and own continuous improvement projects within area of his/her responsibility;</li>
<li>Ensure compliance of the dedicated unit to Accenture policies and procedures applicable for the dedicated unit</li>
</ul>
<ul>
<li>Accounting, Finance or any business related course with quantitative discipline (e.g. Economics, Math, Statistics, Management Engineering or Industrial Engineering).</li>
<li>3 year work experience</li>
<li>Written and spoken ability in English &amp; Korean for Accenture interaction.</li>
<li>Work with OE support team</li>
<li>Sound Operations management experience (including SLA management)</li>
<li>Basic contractual / change management knowledge;</li>
<li>Client interaction skill</li>
<li>Facilitate on the hiring, development, coaching and performance management process of staff in dedicated unit</li>
<li>Familiar with F&amp;A outsourcing operation</li>
<li>Rich client facing experience, good at communication with client</li>
<li>High responsibility and dedication on work</li>
</ul>
<p>#LI-GM</p>
<p><b>Equal Employment Opportunity Statement</b></p>
<p>All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.</p>
<p>Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.</p>
<p>Accenture is committed to providing veteran employment opportunities to our service men and women.</p>",MY
Sales Executive Chemical Industry @KL (ID: 535957),"<ul><li>Candidate must possess at least a Professional Certificate, Bachelor's Degree, Professional Degree, Master's Degree in Chemistry or Chemical Engineering </li><li>At least 1 year(s) of working experience in the related field is required for this position.</li><li>Preferably Junior Executives specializing in Sales - Corporate or equivalent.</li><li>Full-Time position(s) available.</li></ul>",MY
Sales Executive,"<p>Job Highlights: As a Sales Executive, you will be responsible for improving sales targets within the assigned geographical location. You will also be responsible for leading the merchandiser team and building brand awareness. The duties and responsibilities of your position will be very spontaneous and covers a board spectrum of intelligence, responsibility, accountability and initiative.</p><p><br /></p><p>Job Responsibilities:</p><p>a. Prospect and qualify new sales leads.</p><p>b. Ensuring the company sales targets and goals are met.</p><p>c. Develop strong, ongoing relationships with prospects and customers</p><p>d. Proficient in using Customer Relationship Management software and Microsoft Office tools, is an additional advantages.</p><p>e. Coordinate with other team members and departments to optimize the sales effort</p><p>f. Schedule meetings and presentations with prospects</p><p>g. Reporting to Sales Manager with weekly, monthly, and quarterly results.</p><p>h. prospects and customers pre-visit &amp; post-visit itinerary list to sales manager.</p><p>i. To assist on promotional activities from time to time.</p><p>j. Stocks take &amp; arrange goods at outlets, if low stock level immediately inform to the merchandiser.</p><p>k. Competitor’s marketing activities need to be aware and inform to the merchandiser immediately.</p><p>l. Stock card need to be stamp and sign by the outlet’s PIC with time and date after the merchandising</p><p>m. Photograph to be taken after the merchandising for every outlet.</p><p>n. Collecting purchase order, cheques and others documents are required.</p><p>o. Collecting returned goods from outlets.</p><p><br /></p><p>Job Requirements:</p><p>a. Required language(s): able to speak proficiently in English, Mandarin, and Bahasa.</p><p>b. 2+ years of experience as a sales executive or a similar job position in FMCG industry.</p><p>c. Excellent time management skills.</p><p>d. Candidate with experience in F &amp; B industry an added bonus.</p><p>e. Possess own transport</p><p>f. Willingness to travel as and when required.</p><p>g. Able to work independently</p><p>h. Positive attitude and responsible character</p><p>i. Highly self-motivated</p><p>j. Strong numerical and analytical abilities</p><p>k. Experience using Microsoft Office programs, such as Word and Excel is an additional advantages.</p><p>l. Healthy &amp; no recurring illness</p><p><br /></p><p>Benefits:</p><p>a. Basic pay with attractive commissions range to RM 2,500-RM 5,500</p><p>b. Transportation allowance, medical, parking, tol, EPF, Socso. Etc</p><p><br /></p><p>Area; Southern &amp; East Coast Malaysia</p>",MY
DIGITAL CONTENT CREATOR (Bangsar South / KL Eco City),"<p><strong>DIGITAL CONTENT CREATOR (Bangsar South / KL Eco City) </strong></p><p><br /></p><p><strong>Job description</strong></p><p>We are looking for an experienced Digital Content Creator with self-motivated, creative and independent person who processes a wide marketing knowledge. You will come up with content strategies and ideas in our company social media platforms. And work with the marketing team to plan and execute content across our online platforms.</p><p><br /></p><p><strong>Responsibilities and Duties</strong></p><p>•	Oversee, ideate and execute the creative development for digital marketing asset creation which include paid ads, social content, influencer content, blog content and others.</p><p>•	Manage and update ideas for regular content and advertising content calendar (brainstorming and organizing ideas for TikTok, Instagram posts &amp; stories, Facebook posts, Twitter posts, blog posts, IGTVs, Youtube videos, email marketing, etc).</p><p>•	Liaise and translate brand strategies into compelling and workable creative briefs for partner photographers, videographers and illustrators for the creation of content.</p><p>•	Constantly improve and optimize creative performance through innovative content that appeals to consumers and delivers key objectives of the business.</p><p>•	Assist with marketing campaign planning, strategy and implementation.</p><p>•	Comply with company's ISO 9001 standards</p><p><br /></p><p><strong>Location : </strong></p><p>To be based in Bangsar South / KL Eco City Satellite Office</p>",MY
JURUWANG (CASH MANAGEMENT),"<b>Description</b><p>1. PENGIRAAN PENGURUSAN TUNAI<br />2. PENGIRAAN PENGISIAN ATM<br />3. PENGIRAAN IMBANGAN ATM<br />4. MEMBANTU TUGASAN TEKNIKAL MESIN</p>
<b>Company</b><p>SRT SECURITY SERVICES SDN BHD is a Malaysian company devoted to providing quality products and services in security and cash solutions. Since it inception in 1982 SRT SECURITY SERVICES SDN BHD has gained strong core competencies and expertise which allows us to provide superior protection for our clients.</p>
<p>We are currently ranked in the top 5 among 800 security companies in the country. Our competitive advantages include brand name recognition, reputation for quality, logistics expertise, financial strength, strong infrastructure and large customer base. We believe these qualities complement our effort to meet our customers’ needs.</p>",MY
UOB BANK - CALL CENTRE EXECUTIVE (KL),"<p><strong>Position</strong>: Call Centre Executive</p><p><strong>Working Location</strong>: Kuala Lumpur - Menara UOB Jalan Raja Laut / Menara Citibank Jalan Ampang (Walking Distance to LRT Station - Bandaraya / Masjid Jamek / Ampang Park)</p><p><strong>Working Days/Hours</strong>: 5 Days Work, 2 Days Off including weekends and Public Holidays <em>(Staggered Working Hours between 8 AM to 11 PM - 8 Hours Working with 1 Hour break)</em></p><p><strong>Employment Type</strong>: 6 Months Contract (renewable/convertible to Permanent based on Performance)</p><p><strong>Basic Salary</strong>: RM 2,300 - RM 3,000 (Depending on Education Level and years of experience in Customer Service)</p><p><br /></p><p><strong>Benefits</strong>:</p><ul><li>Overtime</li><li>Paid Training</li><li>Annual Leave</li><li>Hospitalization Leave</li><li>Medical Leave</li><li>Medical Coverage</li><li>Statutory Contribution (EPF/SOCSO/EIS)</li><li>Completion Bonus (upon completion of 6 Months Contract and based on performance)</li><li>Leading to be absorb under bank's employment (based on performance and management approval)</li><li>Opportunity to climb the career ladder (based on performance and available vacancy)</li></ul><p><br /></p><p><strong>Job Descriptions</strong>:</p><ul><li>Responsible for handling inbound (incoming) calls from customers and assisting them with their inquiries on products and services.</li><li>Identify customers’ needs, clarify information, research every issue, and provide solutions and/or alternatives.</li><li>Maintain the accuracy of all data and verify the same for all customer services. Keep records of all conversations in the database in a comprehensible way.</li><li>Build sustainable relationships and engage customers by taking the extra mile.</li><li>Frequently attend training to improve knowledge and performance level.</li></ul><p><br /></p><p><strong>Requirements</strong>:</p><ul><li>SPM/STPM/Diploma with minimum 2 years of working experience in a call center/customer service.</li><li>Excellent command of English and Bahasa Malaysia both spoken and written is a must.</li><li>Obtain credit (A/B/C) in SPM subjects English and Mathematics.</li><li>Willing to work on rotational shifts, weekends and Public Holidays.</li><li>Fresh Graduates (Diploma/Degree/Master) with the passion to build a career in Customer Service are encouraged to apply.</li><li>Must be able to start work immediately or within short notice, and be based in Kuala Lumpur.</li><li>Applicant(s) must be fully vaccinated for COVID-19.</li></ul><p><br /></p><p>Only shortlisted candidates will be notified.</p>",MY
Admin Assistant,"<b>Description</b><p>- Prefer female candidates<br />- Filing &amp; documentation<br />- Follow up payment from creditors<br />- Answer phone calls with good customer service manner <br />- Able to work independently with minimal supervision.<br />- Relevant experience in Admin / Customer Service is a plus<br />*Fresh graduates encouraged to apply*</p>
<p>If interested, please whatsapp +6012 385 3639</p>
<b>Company</b><p>PERODUA CAR DEALER<br />SALES OFFICE, SERVICE CENTRE &amp; BODY AND PAINT</p>",MY
Welder,"<p>Jawatan : <strong>Welder (2 jawatan Kosong)</strong></p><p>Lokasi : Bandar Sri Damansara</p><ul><li><p>Membuat kerja kimpalan di kilang</p></li><li><p>Pengalaman mengimpal sekurang-kurangnya satu tahun</p></li><li><p>Jika baru habis belajar berkenaan dengan welding, boleh mohon juga</p></li><li><p>Boleh bekerja lebih masa (jika perlu)</p></li><li><p>Boleh bekerja dengan segera</p></li></ul><p><strong>Masa : 8.00am - 5.30pm (Isnin - Jumaat) / 8.00am - 12.30pm (Sabtu)</strong></p><p><strong>Kami sediakan : EPF, SOCSO, EIS, Cuti Tahunan.</strong></p><p>Walk-in temuduga : Lot 10, Jalan Emas SD 5/1, Bandar Sri Damansara, 52200 Kuala Lumpur.</p><p>Call / WhatsApp : 019-6889818</p><br /><strong>Summary of role requirements:</strong><ul><li>Looking for candidates available to work:<ul><li>Monday: Morning</li><li>Tuesday: Morning</li><li>Wednesday: Morning</li><li>Thursday: Morning</li><li>Friday: Morning</li><li>Saturday: Morning</li></ul></li><li>1 year of relevant work experience required for this role</li><li>Working rights required for this role</li><li>Expected start date for role: 18 November 2024</li><li>Expected salary: RM1,700 - RM2,000 per month</li></ul>",MY
Software Programmer RM6000,"<b>Description</b><p>ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience.</p>
<b>Company</b><p>Job Elite TT Agency is a professional recruitment and career mentoring firm. Since our humble beginnings in 2017, we have steadily transformed ourselves into a leading manpower recruitment agencies with the combined effort of proven strategies as well as effective management.</p>
<p>We specialize in professional recruitment via general placement and executive search. As a recruitment process outsourcing (RPO) that basically assumes the role of the client’s recruiting department on a fulltime or partial basis, we provide your organization with the necessary skills, activities, tools, technologies, and process methodologies via on­site, off­site, or virtual delivery models.</p>
<p>Backed by dedicated and experienced teams, we offer ideal recruitment solutions that meet – if not exceed, our clients’ expectations within the time frame deemed most appropriate. We believe that by matching talented workers with the right employers, we will be able to not only help them, but also their families and loved ones – and this is the future we work towards.</p>",MY
SEO Specialist (Technical and Content),"<p><strong>About Company:</strong></p><p>YourUni Educational Consultancy, officially registered in Malaysia as YourUni Consultancy &amp; Resources Sdn Bhd since January 2020, stands as a forward-thinking startup dedicated to facilitating the enrollment of international students in Malaysian Universities and English Language Centres. YOURUNI is dedicated to providing valuable insights and tailored advice to help students navigate the intricate landscape of higher education. From course selection to university choices, we offer expert guidance, ensuring that the academic journey of our potential students aligns seamlessly with their aspirations.</p><p><strong>Role Overview:</strong></p><p>We are looking for an experienced Search Engine Optimisation Specialist to develop and implement effective search engine optimization (SEO) strategies to increase the online presence and organic traffic. As an SEO Specialist at YourUni, you will be instrumental in elevating our online visibility to connect with international students seeking educational opportunities in Malaysia. While the role primarily anchors around SEO, there will also be opportunities to contribute to content strategy and managerial tasks related to SEO.</p><p><strong>Key Responsibilities</strong>:</p><ul><li>To be responsible for all search engine optimization activities of the company’s websites.</li><li>Collaborate with copywriters to ensure SEO best practices are consistently applied.</li><li>Implement link-building strategies to enhance domain authority.</li><li>Regularly track, analyse, and report on key SEO metrics and performance indicators.</li><li>Report monthly growth metrics and other relevant KPIs demonstrating the impact of SEO efforts</li></ul><p><strong>Experience and Requirements:</strong></p><p><strong>1. Must-have:</strong></p><ul><li>At least Diploma/ Bachelor’s degree in Marketing/ Digital Marketing, Mass Communication/ Information Technology/ Computer Science/ Business Administration or equivalent.</li><li>At least one year of experience in SEO related roles.</li><li>Strong understanding of SEO tools and techniques, including keyword research tools, Google Analytics, Google Search Console, and SEO software.</li></ul><p><strong>2. Good-to-have:</strong></p><ul><li>Good communication and collaboration skills to work effectively within a cross-functional team.</li><li>A passion for keyword research, SEO copywriting and the behaviours of search engines will be an added advantage.</li></ul><p>&nbsp;</p><p>For further enquiries on the job role, feel free to contact Mr. Abdullah&nbsp;at abdullah@your-uni.com</p>",MY
